	Atf6	Batf	Bcl11b	Crem	Ddit3	Egr2	Etv6	Fosl2	Hif1a	Id2	Ikzf3	Ikzf4	Irf4	Irf8	Lef1	Maf	Nfatc2	Nfe2l2	Pou2af1	Prkrir	Rorc	Satb1	Sp4	Stat3	Zeb1	Zfp36l2
Ell3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0161082148	0
Elmod3	0	0	0	0	0	0	0	0	0.642530393111	0	0	0	0	0	0.608639293067	0	0	0	0	0	0	0	0	0	0	0
Elof1	0.667490289239	0	0	0	0	0	0	0	0.616733752963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl1	0	0	0	0	0	0	0	0	0	0	-0.617696685745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279970197705	0
Elovl5	0	-0.61131045882	0	0	0	0	0	0	0	0	0	0	0	0.237418080433	0	0	0	0	0	0	-0.604060446816	0	0	0	0	0
Elovl6	0	0	0	0	0	0	0	0	0.649325229313	0	0	0	0	0	0	0	0	0	0	0	-0.672270554768	0	0	0.647464809096	0	0
Emb	0.666736626184	0.685987673031	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.675971458204	0	0	-0.192700626591	0	0	0	0	0.67984858303	0	0
Emd	0	0	-0.633042424015	0	0	0	0	0	0	0	0	0	0.618519993745	0	0	0	0	0	0	0	0	0	0	0	0	0
Eme2	0	0	0	0	0	0	0	0	0	0	-0.64241395	0	0	0	0.65737221437	0	0	0	0	0	0	0	0	0	0	0
Emg1	0	0	0	0	0	0	0	0	0	0	-0.658901763939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emilin1	0	0	0	0	0	0	0	0.685005537318	0.629056440625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml2	0	0.663680433482	0	0	0	0.662769510026	0	0	0	0	0	0	0.60944043096	0	0.616748588849	0	0	0	0	0	0	0	0	0.614888168632	0	0
Eml3	0	0	-0.626826062775	0	0	0	0	0	0	0	0	0	0	0	0.663092932361	0	0	0	0	0	0	0	0	0	0	0
Eml4	0	-0.67015265495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667914595605	0	0	0	0	0	0	0.646399592416	0	0
Emp1	0.675483865103	0.64624826637	0.678154324746	0.679652749323	0.684952128125	0.394924674457	0.281206594737	-0.684544254053	0.666211435788	-0.663054437814	0	0	0.681818788811	0	0.682346946385	0.687174543983	0.675899269936	0	0	0.677451103707	-0.676191922178	0.681406351155	-0.456705720754	0.688791655656	0	0
Emp3	0	0	0	0	-0.632709920971	-0.864045192002	0.36914899031	-0.681132483698	0	-0.653469676182	0	0	0.605319021578	0.276770550243	0	-0.666357783263	0	0	0	0	0	-0.643899371203	-0.28062152999	0	0	0
Enc1	0	0.6545741661	-0.612365794565	0	0	0	0	0.666264844981	0	0	-0.615401691915	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.411330367574	-0.623710653828
Endod1	0.65202536073	-0.665996366912	0	0	0	0.396142564339	0.385653189227	0	0	0	0	0	-0.684464742456	0.367796774338	0	0	0	0	0	0.681269860995	-0.68589956537	0.678792267882	-0.345501628433	-0.636255415376	0.348552323187	0
Endog	0.647070174504	0	0	0	0	0	0	0	0.682563550333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eng	0	0	-0.636016880584	0	-0.661702740661	-0.609102204915	0	0	0	0	-0.682202276098	0	0	0	0	0	-0.651239737295	0	0	0	0	0	0	0.623501884568	0	0
Engase	0	0	0	0	0	0	0	0	0	-0.621589139846	0	0	0	0	0.637450585436	0	0	0	0	0	0	0.643331531004	0	0	0	0
Eno1	0	0	0	0.602185682264	0	0	-0.24205531556	0	0.68583041263	0	0	0	0	-0.247903873516	0	0	0	0	0	0.650102629787	0	0	0	0	0	0
Eno3	0	0	-0.604783279519	0	0	0	0	-0.67704847893	0	0	0	0	-0.687236805869	0	0	-0.646703962088	0	0	0	0	-0.666119248471	0	0	-0.68867885711	0	0
Enoph1	0	0	0	0	0	0	-0.402485740808	-0.631600372773	0	0	-0.607479445498	0	0	-0.318394623484	0	0	0	0	0	0	0	0	0	0	0	0
Enox2	0	0	0	0.651093667032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634872108291	0	0.629590532554	-0.533614869802	0	0	0
Enpp4	0	0	0	0	0	0	0	0.625071521402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.327522827552	0	0	0
Entpd4	0	0	0	0	0	0	0	0.680658622455	0.679789239482	0	0	-0.295852019072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd5	0.610348387239	0	0	0	0	0	0	0	0.627196020407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669801720419	0	0	0	0	0	0.655511794152	0	0
Eny2	0.62569759583	-0.629330678088	0	0	0	0	0	0	0	0	-0.633064108996	0	0	0	0	-0.630957051668	0	0	0	0	0	0	0	0	0	0
Eomes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.688957147701	0	0
Ep300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63259628324	0	0
Ep400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610182225305	0	0	0	0	0	0	0	0	0	0	0
Epc2	0	0	0	0	0	0	0	0	0	0	-0.613963254838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658903277898	0	0	0	0	0	0	0	0	0	0	0
Ephx1	0	-0.681446915923	0	0	-0.64032496349	0	0	0	0	0.649702060841	-0.627931996809	0	-0.685885108716	0	0	-0.668414242301	0	0	0	0	0	0	0	0	0	0
Epm2aip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667546665609	0	0	0	0	0	0	0	0	0
Epn1	0	0	0	0	0	0.233731277018	-0.67237536551	0.595067423728	0.642619408433	0	0	0	0	0	0.663947479446	0	0	0	0	0	0	0	-0.198149191302	0	0	0
Eprs	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.285538163384	0	0	0	0	0	0	0	0	0.208021263404	0	-0.30270533618	0
Eps15l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603138146203	0	0	0	0	0	0	0	0	0	0	0
Epsti1	0	0	-0.658399395211	0	0	0	0	0	0	0	0	0	0	0	0	-0.616659420817	0	0	0	0	-0.615929359788	-0.63964550075	0	0	0	0
Ept1	0	-0.658854779813	0	0	0	0	0	-0.653791336734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eral1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634833534985	0	0	0	0	0	0	0.655238813833	0	0	0	0
Erap1	0	-0.629927015068	-0.686582642273	0	0	-0.665194022612	0	0	0	0	0	0	-0.67962176335	0	0	-0.615560715109	0	0	0	0	0	0	0	-0.673676464374	0	-0.673687306865
Erc1	0	0.590877769265	0	0	0	0	0	0	0	0	0	0	0.670493072748	0	0	0	0	0	0	0	0	0	0	0.656588879542	0	0
Ercc1	0	0	0	0	0	0	0	0	0	0	0	0.283877892912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651615890252	0	0	0	0	0	0	0	0	0	0	0
Ercc4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.563283025532	0	0	0	0	0	0	0	0	0	0	0	0
Ercc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.627194707453	0	0	0	0	0	0	0	0	0	-0.623996172746
Ercc6	0	0	0	0	0	-0.27213510613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6l	0	-0.662140054445	0	0	0	0	0	-0.606073535892	0	0	-0.608086624968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc8	0	0	0	0	0	0	0	0	0	0	-0.645410091551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erf	0	0	0.648081981991	0	0	0.661710227701	0	0	0	0	0	0	0	0	0.671071672338	0	0	0	0	0.669502035503	0	0.662665658818	0	0	0	0
Ergic1	0	0	0	0	0	0	0	-0.643707820537	0	0	0	0	-0.653726281791	0	0	0	0	0	0	0	0	0	0.291614180185	0	0	0
Ergic2	0	0	0	0	0	0	0	0	0	0	-0.601671484735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ergic3	0	0	0	0	0	0	0	0	0	0	0	0.342444963631	0	0	0.594794443408	0	0	0	0	0	0	0	0	0	0.287471862074	0
Erh	0.657823225332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667718761897	0	0	0	0	0	0	0	0	0
Erlec1	0	0	0	0	0	0	0	0	0	0.667009606503	0	0	0	0	0	0	0.641669911671	0	0	0	0	0	0	0	0	0
Ermn	0	0	0	0	0	0	0	-0.682054095394	-0.657372972774	0	0	0	0	0	0	0	0	0	0	0	-0.688404180683	0	0	0	0	0
Ermp1	0	-0.6731885523	0	0	0	0	0	-0.616840128993	0	0	0	0	-0.649317002307	0	0	-0.604031533508	0	0	0	0	0	0	0	0	0	0
Ern1	0	0	0	0	0	0	0	0	0	0	0	0	0.649473588182	0	0.657117037116	0	0	0	0	0	0	0	0	0	0	0
Ero1l	0	0	0	0	0	-0.350101550757	0	0.684744425709	0.68732587003	0	0.670852101211	0	0.679578569888	0	0	0	0	0	0	0	0	0	0	0.68192264002	0	0
Erp44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.653531116961	0	0	0	0	0
Errfi1	0	0	0	0	0	0.597539082485	0	0	0.684830473852	0	0	0	0	0	0.620908571537	0	0	0	0	0	0	0.589162740739	0	0	0	0
Esco1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.649595292897	0	0	0	0	0	0	0	0	0	0
Esco2	0.667623812221	-0.672295853912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esd	0.613846689371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Espl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61716696086	0	0	0	0	0	0	0	0	0	0	0
Espn	0	0.687943042925	-0.672140444882	0	0	0	0	0.687168609629	0.687177511161	0	0.68413021999	-0.357495455752	0.679937598351	0	0.610579827074	0	0	0	0	0	0	0	0	0.684020434428	0	0
Esrra	0	0	0	0	0	0	-0.661066647882	0	0	0	0	0	0	0	0.616155153373	0	0	0	0	0	0	0	0	0	0	0
Esyt1	0	0	0	0	0	0.177220589485	0	0	0	0	0	0	0	0	0.637877858978	0	0	0	0	0	0	0	-0.255959259878	0	0	0
Esyt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.616175122907	0	0	0	0	0	0	0	0	0	0
Etaa1	0	0	0	0	0	-0.636858980682	0	0	0	0	-0.6397792248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etf1	0	0	0	0	0	-0.182857509223	0	-0.644488479856	0	0	-0.640997197903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfa	0	0	-0.631853364219	0	-0.649880811814	0	0	0	0	0	0	0	0	0.358743195877	0	-0.643729505518	0	0	0	0	0	0	0	0	0	-0.641777857222
Etfb	0.648147259893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.665974681931	0	0	0	0	0	0	0	0	0	0
Etfdh	0	0	-0.647199102489	0	0	0	0	0	0	0	0	0	0	0	0	-0.616128138781	0	0	0	0	0	0	0	0	0	0
Etnk1	0	0	0	0	0	0	0	0	0.588314128009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	0	0.623638374727	0	0	0	0	0	0.681293598414	0.633430060084	0	0.660348293283	0	0	0	0	0	0	0	0	0	0	0	-0.243056492684	0	0	0
Ets2	0	-0.614845110735	0	0	0	0	0	0	-0.616189579561	0	0	0	0	0	0	0	0	0	0	0	0.675288031396	0	0	0	0	0
Etv4	0	0	0	0	0	0.61729158231	0	0	0	0	0	0	0	0	0.614941577824	0	0	0.646921815635	0	0	0	0	0	0	0	0.658793492336
Etv6	0	0	0	0	0	0	0	0	0	0	0	0	0.686156802142	0	0	0	0	0	0	0	0	0	0	0.683830535075	0	0
Evi2a	0	-0.664351922514	-0.619395342595	-0.618191826146	-0.664380835822	0	0	0	-0.605365159843	0	-0.664113387722	0	-0.681880615545	0	0	0	0	0	0	-0.61144418287	-0.604627870488	-0.656429676097	0	0	0	0
Evi2b	0	-0.655479151094	0	0	-0.658366867739	0	0	0.661357133592	0	0	0	0	-0.610135855679	0	0	0	0	0	0	0	0	0	0	0	0	-0.603496637308
Evi5l	0	0	0	0	0	0	0	0	0.624979538904	0.621751249913	0.595100062678	0	0	0	0.624341595767	0	0	-0.621491557432	0	0	0	0	0	0.641209999177	0.594031760031	0
Evl	0	0.688302071388	0	0	0	0.895155858448	-1.16865044782	0.630442112462	0	0.665917685227	0	0	0.679308556747	0.473642748183	0.604084675788	0	0.667445781578	0	0.196653395664	0	0	0.646441132899	-0.237456885748	0.658081369764	0	0
Exd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.431070332746	0
Exo1	0	-0.627519982169	0	0	0	0	0	-0.639631044096	0	0	-0.667315536593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc1	0	0	-0.638138394566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.635131410524
Exoc2	0	-0.682476952524	-0.685267086755	0	0	0	0	0.598310548605	0	0	0	0	-0.688462007299	0	0	0	0.667787006977	0	0	0	0	0	0	0	0.231132813434	0
Exoc3	0	0	0	0	0	0	0	0	0	0	-0.634932631531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc4	0	0	-0.667536000568	0	0	0	0	0	0	0	-0.634517002727	0	0	0	0	-0.625206917522	0	0	0	0	0	0	0	0	0	-0.643100641067
Exoc5	0	0	0	0	0	0	0	0	0	0	-0.617971362172	0	0	0	0	-0.657575365931	0	0	0	0	0	0	0	0	0	0
Exoc6	0	0	0	0	0	0	0	0	0.661205807546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6b	0	0	0	0	0	0	0	0	0	0	0	0	0.627552081693	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc7	0	0	0	0	0	0	0	0	0.637518830515	0	0	0	0	-0.334495844131	0	0	0	0	0	0	0	0	0	0	0	0
Exoc8	0	0	0	0	0	0	0	-0.613074170614	0	0	0	0	0	0	0.667849317702	0	0	0	0	0	0	0	0	0	0	0
Exosc1	0	0	0	0	0	0	0	-0.658464450154	0	0	-0.643631923103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc2	0	0	0	0	0	0	0	-0.648525500498	0	0	-0.656903131517	0	0	0	0	0	0	0	0	0	0	0	0.291899249998	0	0	0
Exosc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.624223865047	0	0	0	0	0	0	0	0	0	0
Exosc4	0	0	0	0	0	0	0	0	0	0	-0.618766478144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc5	0.636465482545	0	0	0	0	0	0	0	0	0	0	0	0	0	0.589572211218	0	0.648595303678	0	0	0	0	0	0	0	0	0
Exosc6	0	0	0	0	0	0	0	-0.645189627577	0	0	-0.631473877051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc7	0	-0.602712363827	0	0	0	0	0	0	0	0	-0.630111337407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc8	0.616348019903	0	0	0	0	0	0	0	0.611372063435	0	0	0	0	0	0	0	0.662024748503	0	0	0	0	0	0	0	0	0
Exosc9	0	0	0	0	0	0	0	0	0	0	-0.622152949355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ext1	0	0	0	0	0	0	0	0	0	0	-0.617638859128	0	0	0	0	-0.625756270375	0	0	0	0	0	0	0	0.68029069246	0	0
Ext2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673386070695	0	0	0	0	0.663039523168	0	0	0	0	0	0
Extl2	0	0	0	0.645556914039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl3	0	0	-0.659451116793	0	0	0	0	-0.645608870544	0	0	-0.639070848752	0	-0.678255609543	0	0.600642750026	-0.638395000175	0	0	0	0	0	0	0	0	0	0
Ezh1	0	0.64216839747	-0.662056928684	0	0	-0.614104207214	0	0	0	0	-0.650010921701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.629254780655
Ezh2	0	0	0	0	0	0	0	0	0	0	0	0	0.642684686335	0	0	0	0	0	0	0	0	0	0	0	0	0
F2r	0	-0.641550164921	0	0	0	0	0	0.671024197499	0	-0.648225524926	0	0	-0.68171074986	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.437392614046	0	0	0
F2rl2	0	-0.685541763182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl3	0	0	0	0	0	0	0	0	0	0	-0.648160469983	0	0	0.811278837794	0	0	0	0	0	0	0	0	0	0	0	0
F3	0	0	0	0	0	0	-0.668060054277	0.673486954725	0.668000643748	-0.645063131853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66839527834	0	0
F730043M19Rik	0	-0.679249504509	0	0	0	0	0	0	0	0	0	0	0.590533576689	0	0	0	0	-0.621296392602	0	0	0	0	0	0	0	0
F8a	0	0	-0.620063962845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.615473975185
Faah	0	-0.67461976105	0	0	0	0	0	0	0	0	0	0	0.59794261861	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp5	0	0	0	0	0	0	0	0	0.636857149959	0	0	0	0	0.37409219042	0	0	0	0	-0.184742253516	0	0	0	0	0	0	0
Fads2	-0.658815024015	-0.680944547196	0	0	0	0	-0.46528169534	0	0	0	0	0	0	-0.630108762763	0	-0.609546747026	0	0	-0.549722060497	0	0	0	0.584085659327	0	0	0
Fads6	0	0	0	0	0	0	-0.614508993527	0	0	0	0	0	0	0	0	0	0	0.634266804105	0	0	0	0	0	0	0	0
Fah	0	0.681664495587	0	0	0	0	0	0	0	0.671780827732	0.661989142375	0	0	0	0	0	0	0	0	0	-0.676094339763	0.596031756376	0	0.621887740073	0	0
Fahd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606701726238	0	0	0	0	0	0	0	0	0	0	0
Fahd2a	0	0	0	0	-0.628105476658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faim	0	0	0	0	0	0	0	0	0	0	0	0.304508290809	0	0	0	0	0	0	0	0	-0.639284084399	0	0	0	0	0
Fam101b	0	0.651553579526	-0.683340737604	0	0	0	0	0	0	0	0	0	0.655040012949	0	0	0	0	0	0	0	0.642023005779	0	0	0.64773185506	0	0
Fam102a	0	0	0	0	0	0	-1.03808623723	0.677041633228	0.685480285699	0.684530788937	0.659760792161	0	-0.674945035767	0.356868600666	0.672682849655	0	0	0	0.232603534867	0.671846105634	-0.664879590387	0.677376924272	-0.417395936791	0.633127407992	0	0
Fam103a1	0.620487232349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607219225725	0	0	0	0	0
Fam105a	0	0	0	0	0	0.412700493691	0.459353437238	0	0	0	0	0	0	0.492588696912	0	0	0	0	0	0	0	0	0	0	0	0
Fam107b	0	0.666600136025	0.620834392103	0	0	0	0.270597818657	0	0	0	0	0	0.651547645172	0.35495520014	0	-0.67854112846	0.666502219171	0	0	0	0	0	0	0.671531584832	0.253901981185	0
Fam109a	0	0	0	0	0	0.638652292275	0	0	0.602470531292	0	0	0	0	0	0.636581202463	0	0	0	0	0.662259155517	0	0.600224378015	0	0	0	0
Fam110a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588067852286	0	0	0	0	0
Fam110b	0	0	0	0	0	-0.437273213077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam111a	0	-0.681526427521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60372432961	0	0
Fam114a2	0	0	0	0	0	0	0	0	0.670077667915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam117a	0	0	0	0.651693036863	0	0	-0.654958711548	0.673584871579	0	0	0	0	0	0	0.659814201354	0	0	0	0	0	0	0	0	0	0	0
Fam117b	0	0	0	0	0	0	0	0	0.677827935233	0.668261755358	0.623044939251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam118b	0	0	0	0	-0.657405500245	0	0	-0.605065184272	0	0	-0.616294390302	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.531558188114	0
Fam120c	0	0	-0.62984750347	0	0	0	0	0	0	0	0	0	0	0	0	-0.639569603316	0	0	0	0	-0.60448691811	0	0.513462971288	0	0	-0.655826110791
Fam122a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.678194168763	0	0	0	0
Fam124b	0	0.603339914265	0	0	0	0	0	-0.679527795099	0	0	0	0	0	0	0.622908449092	-0.609911777541	0	0	0	0	0.687628522122	0.65767783364	0	0.627157447101	0	0
Fam126a	0	-0.611050239047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.663423082492	0	0	0	0
Fam126b	0.630213639804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.621151826062	0	0	0	0	0	0	0	0	0	0
Fam129a	0	0.680427182619	-0.669990017592	0	0	0	0	0	-0.638376929358	0	0	0	0.661814078909	0	0	-0.627126038347	0	0	0	0	0	0	0	0	0	0
Fam129b	0	-0.687909040282	0	0	0	0	0	0	0.632872230737	0	-0.655540591874	0	0.681949344616	-0.268873370164	0.589052955177	0	0	0	0	0	0	0	0	0.687598850349	-0.196551904841	0
Fam132a	0	0	0	0	0	0	0	0	0.660380932234	0.663730875497	0.651805789604	0	0	0	0	0	0	0	0	0	0	0	0.590625847395	0	0	0
Fam133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28603069238	0	0	0
Fam134a	0	0	-0.630913681706	0	0	0	-0.668775658653	0	0	0	0	0	0	0	0.638717570177	0	0	0	0	0	0	0	0	0	0	0
Fam134b	0.665481510152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam136a	0	0	0	0	0	0	0	0	0	0	-0.634618199305	0	0	0	0	0	0	0	0	0	0	0	0.32011698246	0	0	0
Fam13b	0	0	0	0	0	-0.60670962867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160a2	0	0	-0.624325061625	0	0	0	-0.657253705378	0	0	0.674961641884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657737177188	0	0	0	0	0	0	0	0	0	0	0
Fam162a	0.673344530211	0	0	0	0	0	0	0.61914903535	0.688035025424	0	0.612529262614	0	0	0	0	-0.635763889138	0.619697963166	0	-0.282643286895	0	-0.654781617536	0	0	0	-0.408697576211	0
Fam168a	0.636272616015	0	0	0	0	0	0	0	0.649975041159	0	0	0	0	0	0.627406690001	0	0.670680004923	0	0	0	0	0	0	0	0	0
Fam168b	0	-0.612799494187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	0	0	0	0	0	0	-0.62159275401	0.685367532958	0	0	0.616564623852	0	0	0	0	0	0	0	0	0	-0.615383621097	0	0	0	0	0
Fam172a	0.665819768374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam173a	0	0	0	0.626851827831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam173b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587857182692	0	0	0	0
Fam174a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.626489945568	0	0	0	0	0	0	-0.872083781171	0	0	0
Fam175a	0.661443181737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635477412477	0	0	0	0	0.633904808465	0	0	0	0
Fam179b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.621430116652	0	0	0	0	0	0	0	0	0	0
Fam183b	0	0	0	0	0	0	0	0.672697685542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam185a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390202366139	0	0	0
Fam189b	0	0.602992754512	0	0	0	0	0	0	0.604589095943	0	0	0	0	0	0.641770795702	0	0	0	0	0	0	0.666184731191	0	0	0	0
Fam195a	0	0	0	0	0	0	0	0	0	0	-0.624061227689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam195b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.458383304366	0	0	0
Fam199x	0	0	0	0.662716100833	0	0.645064362595	0	0	0	0	0	0	0	0	0.645619224765	0	0.674866692208	0	0	0.686130097546	0	0	0	0	0	0
Fam20a	0	0.68768786567	0	0	0	0	0	0.683964058057	0.646506410801	0	0.67000348848	0	0	0	0	0.671786762086	-0.620082033663	0	0	0	-0.679983179702	0	0	0.683753388463	0	0
Fam26f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.686965743606	0	0
Fam35a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654838244887	0	0	0	0	0	0	0	0
Fam3a	0	0	0	0	0	0	0	0	0.59426035148	0	0	0	0	0	0.596301769518	0	0	0	0	0	0	0	0	0	0	0
Fam3c	0	0	-0.681522813357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60779026356	0	0	0	0	0
Fam45a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.047313658	0
Fam46a	0	0.687331804385	-0.680069919626	0.681617020749	0	0	0	0	0.618564501406	0	0.687512802205	0	0.688462298967	0	0	0	0.670145912995	0	0	0	-0.688306598268	0	-0.815019073143	0	0	0
Fam46c	0	0	0	0	0	0	-0.645926916933	0	0	0	0.633714909112	0	0.640675907248	0	0.596141541939	0	0	0	0	0	-0.660925695506	0	0	0	-0.707713422454	0
Fam49a	0	0	0	0	0	0	0	0	0	-0.660557050828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.612199543044	0	0	0	0	0
Fam53b	0	0	-0.658478906808	0	0	0	0	0	0	0	-0.611230947223	0	-0.642952460363	0	0	0	0	0	0	0	0	0	0	0	0	-0.626085159255
Fam57a	0	0	-0.636269872031	0	0	0	0	0	0.673032976587	0	0	0	0.664434096537	0	0	0	0	0	0	0	0	0	0	0	0	0
