TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
Batf	Atf6	0.73808	50.25	0.248	rgb(220,170,170)	1.9868	None
Tcf7l2	Atf6	-0.41798	48.2	-2.0E-01	rgb(175,191,224)	1.9457	None
Batf	Atp2b4	0.65249	50.08	0.078	rgb(218,202,202)	1.9834	None
Fosl1	Atp2b4	-0.28491	47.1	-9.9E-02	rgb(196,204,221)	1.9237	None
Fosb	Atp8b4	0.40268	48.11	0.108	rgb(218,196,197)	1.9439	None
Fosl1	Atp8b4	-0.75875	50.27	-2.7E-01	rgb(159,182,227)	1.9872	None
Fosb	Atxn1	0.41798	48.2	0.204	rgb(219,178,178)	1.9457	None
Fosl2	Atxn1	-0.013099	44.11	-1.1E-01	rgb(193,203,221)	1.8638	None
Fosb	B430306N03Rik	-0.15811	45.22	-2.2E-01	rgb(170,188,225)	1.886	None
Fosl2	B430306N03Rik	0.80319	50.31	0.314	rgb(220,157,158)	1.988	None
Batf	B4galnt4	0.075834	44.32	0.32	rgb(221,156,157)	1.868	None
Junb	B4galnt4	0.12469	45.1	0.099	rgb(218,198,198)	1.8836	None
Batf	B4galt1	-0.38358	48.05	-3.3E-01	rgb(146,174,229)	1.9427	None
Fosl1	B4galt1	-0.67753	50.17	-1.7E-01	rgb(180,195,223)	1.9852	None
Batf	BC094916	-0.4393	48.22	-2.2E-01	rgb(170,189,225)	1.9461	None
Fosb	BC094916	0.18079	45.3	0.297	rgb(220,160,161)	1.8876	2,2
Fosb	Bcl11b	-0.28157	46.35	-3.5E-01	rgb(140,170,230)	1.9086	None
Fosl1	Bcl11b	0.15066	45.26	0.258	rgb(220,168,168)	1.8868	None
Junb	Bcl11b	0.19188	46.1	0.102	rgb(218,198,198)	1.9036	None
Batf	Bcl2a1d	0.67265	50.16	0.161	rgb(219,186,187)	1.985	None
Fosl1	Bcl2a1d	-0.19745	46.13	-1.3E-01	rgb(190,200,222)	1.9042	None
Tcf7l2	Bcl2a1d	-0.80818	50.3	-3.0E-01	rgb(151,177,229)	1.9878	None
Fosb	Bloc1s2	-0.74317	50.24	-2.4E-01	rgb(164,185,226)	1.9866	2,2
Tcf7l2	Bloc1s2	-0.27554	47.02	-1.9E-02	rgb(213,215,218)	1.9221	None
Batf	Bmpr1a	0.68612	50.17	0.166	rgb(219,185,186)	1.9852	None
Fosl1	Bmpr1a	-0.60557	49.33	-3.3E-01	rgb(146,174,229)	1.9683	None
Fosl1	Btla	-0.445	48.26	-2.6E-01	rgb(161,183,227)	1.9469	None
Fosl2	Btla	-0.58973	49.29	-2.9E-01	rgb(153,178,228)	1.9675	None
Batf	C3	-0.61377	49.35	-3.5E-01	rgb(141,171,230)	1.9687	None
Tcf7l2	C3	0.023104	44.15	0.145	rgb(219,189,190)	1.8646	None
Sox5	Cacna2d1	0.94429	50.44	0.437	rgb(222,134,134)	1.9906	None
Tcf7l2	Cacna2d1	0.062549	44.18	0.179	rgb(219,183,183)	1.8652	None
Fosl1	Cadm4	-0.33779	47.22	-2.2E-01	rgb(169,188,225)	1.9261	None
Tcf7l2	Cadm4	0.26931	46.29	0.286	rgb(220,162,163)	1.9074	None
Fosl2	Calhm1	0.013099	44.11	0.111	rgb(218,196,196)	1.8638	None
Tcf7l2	Calhm1	0.043432	44.12	0.122	rgb(218,194,194)	1.864	None
Batf	Car5b	0.50479	49.1	0.098	rgb(218,198,198)	1.9637	None
Fosl1	Car5b	0.71599	50.21	0.206	rgb(219,178,178)	1.986	None
Junb	Car5b	0.35092	47.29	0.287	rgb(220,162,163)	1.9275	None
Sox5	Car5b	0.56413	49.24	0.236	rgb(220,172,172)	1.9665	2,2
Tcf7l2	Car5b	-0.65085	50.09	-8.8E-02	rgb(198,205,220)	1.9836	None
Batf	Ccdc141	-0.46348	48.28	-2.8E-01	rgb(156,180,228)	1.9473	2,2
Fosl2	Ccdc141	-0.64403	50.04	-4.2E-02	rgb(208,211,219)	1.9826	None
Tcf7l2	Ccdc141	0.99421	50.6	0.604	rgb(224,102,103)	1.9938	None
Fosl1	Ccdc146	-0.1289	45.12	-1.2E-01	rgb(191,201,222)	1.884	None
Fosl2	Ccdc146	-0.37479	47.34	-3.4E-01	rgb(143,172,230)	1.9285	None
Batf	Ccng2	-0.68996	50.19	-1.9E-01	rgb(176,192,224)	1.9856	None
Fosl1	Ccng2	-0.79083	50.3	-3.0E-01	rgb(152,177,228)	1.9878	None
Junb	Ccng2	0.61714	49.36	0.36	rgb(221,148,149)	1.9689	None
Batf	Ccr8	0.35577	47.27	0.271	rgb(220,165,166)	1.9271	2,2
Sox5	Ccr8	-0.96745	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Fosl1	Cd4	-0.62156	49.38	-3.8E-01	rgb(134,166,232)	1.9693	2,2
Tcf7l2	Cd4	0.58973	49.29	0.289	rgb(220,162,162)	1.9675	None
Batf	Cd47	-0.9341	50.45	-4.5E-01	rgb(120,158,234)	1.9908	None
Fosl1	Cd47	-0.67753	50.17	-1.7E-01	rgb(181,195,223)	1.9852	None
Batf	Cd74	-0.55362	49.22	-2.2E-01	rgb(168,187,226)	1.9661	2,2
Fosl2	Cd74	-0.60557	49.33	-3.3E-01	rgb(146,174,229)	1.9683	2,2
Batf	Cd80	-0.34172	47.23	-2.3E-01	rgb(167,187,226)	1.9263	None
Fosl1	Cd80	-0.40268	48.11	-1.1E-01	rgb(192,202,221)	1.9439	None
Sox5	Cd80	0.33982	47.26	0.264	rgb(220,167,167)	1.9269	2,2
Tcf7l2	Cd80	0.56083	49.24	0.237	rgb(220,172,172)	1.9665	None
Batf	Cdc14a	-0.080622	44.24	-2.4E-01	rgb(166,186,226)	1.8664	None
Junb	Cdc14a	-0.27399	46.31	-3.1E-01	rgb(151,177,229)	1.9078	None
Tcf7l2	Cdc14a	0.70766	50.2	0.204	rgb(219,178,178)	1.9858	None
Fosl1	Cdk6	0.55362	49.22	0.222	rgb(219,175,175)	1.9661	None
Junb	Cdk6	0.22432	46.21	0.21	rgb(219,177,177)	1.9058	None
Sox5	Cdk6	0.59721	49.31	0.31	rgb(220,158,158)	1.9679	None
Batf	Cdyl2	-0.9038	50.41	-4.1E-01	rgb(128,163,233)	1.99	None
Fosl1	Cdyl2	0.99795	50.68	0.678	rgb(224, 88, 89)	1.9954	None
Fosl1	Celf2	-0.51651	49.11	-1.1E-01	rgb(193,202,221)	1.9639	None
Sox5	Celf2	0.70028	50.19	0.192	rgb(219,180,181)	1.9856	None
Tcf7l2	Celf2	0.84261	50.33	0.335	rgb(221,153,154)	1.9884	None
Batf	Cep68	-0.55871	49.23	-2.3E-01	rgb(166,186,226)	1.9663	2,2
Junb	Cep68	-0.9038	50.41	-4.1E-01	rgb(129,164,232)	1.99	2,2
Batf	Chm	0.69311	50.18	0.181	rgb(219,183,183)	1.9854	None
Fosl1	Chm	0.87479	50.36	0.359	rgb(221,149,149)	1.989	None
Sox5	Chm	0.28636	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Fosb	Chst12	0.054556	44.24	0.24	rgb(220,171,172)	1.8664	None
Fosl1	Chst12	0.97282	50.5	0.503	rgb(223,121,122)	1.9918	None
Fosl1	Cldnd2	0.15811	45.22	0.221	rgb(219,175,175)	1.886	None
Fosl2	Cldnd2	-0.5414	49.19	-1.9E-01	rgb(175,191,224)	1.9655	None
Batf	Cmah	-0.59262	49.3	-3.0E-01	rgb(152,177,228)	1.9677	None
Tcf7l2	Cmah	0.73354	50.23	0.226	rgb(219,174,174)	1.9864	None
Batf	Cmas	0.65469	50.09	0.093	rgb(218,199,199)	1.9836	None
Tcf7l2	Cmas	-0.25733	46.25	-2.5E-01	rgb(162,184,227)	1.9066	None
Fosl1	Cndp2	0.061282	44.26	0.264	rgb(220,167,167)	1.8668	None
Fosl2	Cndp2	0.2562	46.31	0.31	rgb(220,158,158)	1.9078	None
Fosl2	Col15a1	0.84261	50.33	0.326	rgb(221,155,155)	1.9884	None
Sox5	Col15a1	-0.36149	47.33	-3.3E-01	rgb(145,173,230)	1.9283	None
Fosl2	Col23a1	-0.54826	49.21	-2.1E-01	rgb(171,189,225)	1.9659	None
Junb	Col23a1	-0.65249	50.08	-7.6E-02	rgb(201,207,220)	1.9834	None
Fosb	Creb3l2	0.58973	49.29	0.29	rgb(220,162,162)	1.9675	None
Fosl2	Creb3l2	0.94746	50.47	0.47	rgb(222,127,128)	1.9912	None
Junb	Creb3l2	0.65046	50.06	0.065	rgb(218,205,205)	1.983	None
Fosl1	Cs	0.66015	50.11	0.11	rgb(218,196,196)	1.984	None
Fosl2	Cs	-0.15066	45.26	-2.6E-01	rgb(160,183,227)	1.8868	None
Batf	Ctla2a	0.70028	50.19	0.197	rgb(219,179,180)	1.9856	None
Sox5	Ctla2a	0.47077	48.3	0.302	rgb(220,159,160)	1.9477	None
Batf	Ctla2b	0.1183	45.06	0.065	rgb(218,205,205)	1.8828	None
Fosl2	Ctla2b	0.94125	50.46	0.462	rgb(222,129,130)	1.991	None
Fosl1	Ctsb	0.27725	47.04	0.037	rgb(217,210,210)	1.9225	None
Fosl2	Ctsb	0.80319	50.31	0.31	rgb(220,158,158)	1.988	None
Junb	Ctsb	0.20596	46.06	0.289	rgb(220,162,162)	1.9028	None
Fosl1	Cxcr5	0.81418	50.32	0.324	rgb(221,155,156)	1.9882	None
Junb	Cxcr5	0.59463	49.3	0.304	rgb(220,159,160)	1.9677	None
Batf	Cyfip2	0.44915	48.27	0.271	rgb(220,165,166)	1.9471	None
Fosl1	Cyfip2	0.80818	50.3	0.304	rgb(220,159,160)	1.9878	2,2
Junb	Cyth1	0.11537	45.03	0.034	rgb(217,210,211)	1.8822	None
Tcf7l2	Cyth1	-0.20052	46.14	-1.4E-01	rgb(187,198,222)	1.9044	None
Batf	Cyth3	-0.84818	50.35	-3.5E-01	rgb(142,171,230)	1.9888	None
Fosl1	Cyth3	-0.28295	46.36	-3.6E-01	rgb(139,170,231)	1.9088	2,2
Sox5	Cyth3	-0.37479	47.34	-3.4E-01	rgb(143,172,230)	1.9285	2,2
Fosl2	D930048N14Rik	-0.50607	49.03	-3.3E-02	rgb(210,213,218)	1.9623	None
Junb	D930048N14Rik	0.097205	45.08	0.083	rgb(218,201,201)	1.8832	None
Fosb	Ddr1	-0.80319	50.31	-3.1E-01	rgb(150,177,229)	1.988	None
Fosl1	Ddr1	0.81973	50.31	0.309	rgb(220,158,159)	1.988	None
Fosl2	Ddr1	0.91215	50.42	0.423	rgb(222,136,137)	1.9902	None
Batf	Dhrs3	-0.55616	49.23	-2.3E-01	rgb(168,187,226)	1.9663	None
Fosl1	Dhrs3	0.092044	45.04	0.041	rgb(217,209,209)	1.8824	None
Batf	Dlg2	0.074176	44.22	0.225	rgb(219,174,174)	1.866	None
Sox5	Dlg2	0.81418	50.32	0.321	rgb(221,156,156)	1.9882	None
Batf	Dmxl2	-0.60171	49.32	-3.2E-01	rgb(148,175,229)	1.9681	None
Fosl1	Dmxl2	-0.87479	50.38	-3.8E-01	rgb(134,167,232)	1.9894	None
Fosb	Dnajc12	0.31558	47.16	0.156	rgb(219,187,187)	1.9249	None
Fosl1	Dnajc12	-0.82549	50.33	-3.3E-01	rgb(146,174,229)	1.9884	None
Junb	Dnajc12	0.23935	46.2	0.203	rgb(219,178,179)	1.9056	None
Fosl2	Dnm3	-0.34172	47.23	-2.3E-01	rgb(167,187,226)	1.9263	None
Tcf7l2	Dnm3	0.30799	47.13	0.13	rgb(218,192,193)	1.9243	None
Sox5	Dock1	0.2308	46.23	0.226	rgb(219,174,174)	1.9062	2,2
Tcf7l2	Dock1	0.93795	50.43	0.431	rgb(222,135,136)	1.9904	None
Batf	Dock4	-0.34889	47.25	-2.5E-01	rgb(162,184,227)	1.9267	2,2
Sox5	Dock4	0.90766	50.39	0.392	rgb(221,142,143)	1.9896	None
Tcf7l2	Dock4	0.68306	50.18	0.178	rgb(219,183,183)	1.9854	None
Fosl1	Dpy19l3	0.98878	50.56	0.557	rgb(223,111,112)	1.993	None
Fosl2	Dpy19l3	0.69659	50.2	0.205	rgb(219,178,178)	1.9858	None
Junb	Dpy19l3	0.68612	50.17	0.172	rgb(219,184,185)	1.9852	None
Batf	Dusp2	-0.67514	50.15	-1.5E-01	rgb(185,198,223)	1.9848	None
Fosl1	Dusp2	0.39108	48.01	0.014	rgb(217,214,214)	1.9419	None
Fosl2	Dusp2	-0.44315	48.23	-2.3E-01	rgb(167,187,226)	1.9463	None
Batf	Ebf1	0.51766	49.12	0.12	rgb(218,194,194)	1.9641	None
Sox5	Ebf1	0.74841	50.26	0.263	rgb(220,167,167)	1.987	2,2
Batf	Emb	0.4199	48.17	0.174	rgb(219,184,184)	1.9451	None
Fosl1	Emb	-0.34889	47.25	-2.5E-01	rgb(163,184,227)	1.9267	None
Junb	Emb	0.049581	44.14	0.136	rgb(218,191,191)	1.8644	None
Sox5	Emb	0.11004	44.45	0.45	rgb(222,131,132)	1.8706	2,2
Fosl2	Eml1	0.34172	47.23	0.235	rgb(220,172,173)	1.9263	None
Sox5	Eml1	-0.2308	46.23	-2.3E-01	rgb(167,186,226)	1.9062	2,2
Fosl1	Eno3	-0.87479	50.36	-3.6E-01	rgb(139,170,231)	1.989	None
Fosl2	Eno3	-0.87479	50.38	-3.8E-01	rgb(135,167,231)	1.9894	None
Batf	Erc1	0.64721	50.03	0.032	rgb(217,211,211)	1.9824	None
Fosl1	Erc1	-0.36259	47.29	-2.9E-01	rgb(155,179,228)	1.9275	None
Fosl2	Ermp1	0.84261	50.33	0.331	rgb(221,154,155)	1.9884	None
Sox5	Ermp1	0.26497	46.35	0.347	rgb(221,151,151)	1.9086	2,2
Batf	Erv3	-0.58485	49.28	-2.8E-01	rgb(157,180,228)	1.9673	None
Tcf7l2	Erv3	0.65562	50.11	0.113	rgb(218,195,196)	1.984	None
Fosb	Exoc2	-0.42569	48.19	-1.9E-01	rgb(176,192,224)	1.9455	None
Fosl2	Exoc2	0.58973	49.29	0.293	rgb(220,161,162)	1.9675	None
Fosb	Extl3	-0.17818	45.29	-2.9E-01	rgb(154,179,228)	1.8874	None
Fosl2	Extl3	0.51491	49.14	0.137	rgb(219,191,191)	1.9645	None
Junb	Extl3	0.83091	50.32	0.323	rgb(221,155,156)	1.9882	None
Tcf7l2	Extl3	0.20052	46.14	0.142	rgb(219,190,190)	1.9044	None
Batf	F13a1	-0.061282	44.26	-2.6E-01	rgb(160,182,227)	1.8668	None
Fosl2	F13a1	-0.28804	46.4	-4.0E-01	rgb(131,165,232)	1.9096	None
Fosl2	Fam102a	0.96335	50.5	0.499	rgb(222,122,123)	1.9918	None
Junb	Fam102a	0.030091	44.17	0.17	rgb(219,184,185)	1.865	None
Fosl1	Fam3c	-0.72458	50.22	-2.2E-01	rgb(169,188,225)	1.9862	None
Tcf7l2	Fam3c	-0.1183	45.06	-6.1E-02	rgb(204,209,219)	1.8828	None
Fosl1	Fam49b	0.09264	45.05	0.048	rgb(218,208,208)	1.8826	None
Junb	Fam49b	0.50868	49.12	0.121	rgb(218,194,194)	1.9641	None
Batf	Flot1	0.46531	48.31	0.311	rgb(220,158,158)	1.9479	None
Fosb	Flot1	-0.26931	46.29	-2.9E-01	rgb(155,179,228)	1.9074	None
Junb	Flot1	0.88983	50.39	0.386	rgb(221,143,144)	1.9896	None
Batf	Frmd4b	0.94125	50.46	0.462	rgb(222,129,130)	1.991	None
Fosl2	Frmd4b	0.79083	50.3	0.296	rgb(220,160,161)	1.9878	None
Tcf7l2	Frmd4b	-0.93795	50.43	-4.3E-01	rgb(123,160,233)	1.9904	None
Fosl1	Fut8	-0.13018	45.2	-2.0E-01	rgb(174,191,225)	1.8856	None
Tcf7l2	Fut8	0.39717	48.07	0.075	rgb(218,203,203)	1.9431	None
Fosl2	Gad2	0.65562	50.11	0.109	rgb(218,196,196)	1.984	None
Sox5	Gad2	-0.35092	47.29	-2.9E-01	rgb(155,179,228)	1.9275	None
Tcf7l2	Gad2	0.34356	47.27	0.274	rgb(220,165,165)	1.9271	None
Batf	Gem	0.83091	50.32	0.321	rgb(221,156,156)	1.9882	None
Sox5	Gem	0.97097	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Batf	Gfi1	0.83719	50.34	0.335	rgb(221,153,154)	1.9886	None
Tcf7l2	Gfi1	-0.22305	46.15	-1.5E-01	rgb(184,197,223)	1.9046	2,2
Batf	Gigyf2	-0.61981	49.36	-3.6E-01	rgb(138,169,231)	1.9689	None
Fosl1	Gigyf2	0.66711	50.13	0.233	rgb(220,173,173)	1.9844	None
Junb	Gigyf2	-0.046506	44.13	-1.3E-01	rgb(189,200,222)	1.8642	None
Tcf7l2	Gigyf2	0.76948	50.28	0.276	rgb(220,164,165)	1.9874	None
Fosb	Glcci1	0.62439	49.39	0.391	rgb(221,142,143)	1.9695	None
Fosl2	Glcci1	0.79685	50.29	0.295	rgb(220,161,161)	1.9876	None
Sox5	Glcci1	-0.45111	48.25	-2.5E-01	rgb(162,184,227)	1.9467	None
Fosl1	Gnb5	0.85362	50.34	0.341	rgb(221,152,153)	1.9886	None
Fosl2	Gnb5	0.85925	50.36	0.36	rgb(221,148,149)	1.989	None
Sox5	Gnb5	0.052767	44.15	0.146	rgb(219,189,189)	1.8646	2,2
Batf	Gpr176	-0.28442	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Tcf7l2	Gpr176	0.27399	46.31	0.308	rgb(220,158,159)	1.9078	2,2
Batf	Gpsm2	0.70766	50.2	0.205	rgb(219,178,178)	1.9858	None
Fosb	Gpsm2	-0.94746	50.47	-4.7E-01	rgb(115,155,235)	1.9912	None
Fosl2	Gpsm2	0.64051	49.58	0.577	rgb(223,107,108)	1.9734	2,2
Junb	Gpsm2	0.79685	50.29	0.285	rgb(220,163,163)	1.9876	None
Batf	Grap	-0.93072	50.42	-4.2E-01	rgb(127,162,233)	1.9902	None
Junb	Grap	-0.87479	50.36	-3.6E-01	rgb(138,169,231)	1.989	None
Junb	Gria3	-0.38679	48.08	-8.1E-02	rgb(199,206,220)	1.9433	None
Tcf7l2	Gria3	0.52145	49.14	0.25	rgb(220,169,170)	1.9645	None
Batf	Gtf2i	-0.96534	50.48	-4.8E-01	rgb(113,154,235)	1.9914	None
Fosl1	Gtf2i	-0.76948	50.28	-2.8E-01	rgb(156,180,228)	1.9874	None
Tcf7l2	Gtf2i	0.018185	44.13	0.135	rgb(218,191,192)	1.8642	None
Batf	Helb	0.52659	49.17	0.174	rgb(219,184,184)	1.9651	None
Fosl2	Helb	0.25437	46.24	0.24	rgb(220,171,172)	1.9064	None
Batf	Hmcn1	-0.63743	49.48	-4.8E-01	rgb(113,154,235)	1.9713	None
Fosl2	Hmcn1	0.26098	46.26	0.265	rgb(220,166,167)	1.9068	None
Junb	Hmcn1	0.56083	49.24	0.241	rgb(220,171,171)	1.9665	None
Tcf7l2	Hmcn1	0.30145	47.16	0.161	rgb(219,186,187)	1.9249	None
Batf	Hook2	0.090479	45.03	0.034	rgb(217,210,211)	1.8822	None
Junb	Hook2	0.99873	50.74	0.735	rgb(225, 77, 78)	1.9966	None
Batf	Igf2r	-0.75875	50.27	-2.7E-01	rgb(159,182,227)	1.9872	None
Fosl2	Igf2r	0.97582	50.51	0.509	rgb(223,120,121)	1.992	None
Batf	Igsf9	-0.37015	47.32	-3.2E-01	rgb(148,175,229)	1.9281	2,2
Fosl1	Igsf9	-0.10471	44.37	-3.7E-01	rgb(137,168,231)	1.869	None
Fosl2	Igsf9	-0.9341	50.45	-4.5E-01	rgb(120,158,234)	1.9908	None
Sox5	Igsf9	0.28491	47.1	0.098	rgb(218,198,199)	1.9237	2,2
Tcf7l2	Igsf9	0.41798	48.2	0.203	rgb(219,178,179)	1.9457	None
Batf	Igtp	-0.94125	50.46	-4.6E-01	rgb(117,156,234)	1.991	None
Sox5	Igtp	0.90766	50.39	0.386	rgb(221,143,144)	1.9896	None
Batf	Ikzf2	0.63453	49.45	0.454	rgb(222,130,131)	1.9707	None
Fosl1	Ikzf2	-0.8701	50.37	-3.7E-01	rgb(136,168,231)	1.9892	None
Fosl1	Ikzf3	0.79083	50.3	0.304	rgb(220,159,160)	1.9878	None
Junb	Ikzf3	-0.48787	48.36	-3.6E-01	rgb(138,169,231)	1.9489	None
Fosl1	Il12rb2	-0.35286	47.26	-2.6E-01	rgb(161,183,227)	1.9269	None
Fosl2	Il12rb2	0.30382	47.11	0.113	rgb(218,195,196)	1.9239	None
Batf	Il21	0.73354	50.23	0.235	rgb(220,172,173)	1.9864	None
Sox5	Il21	0.9038	50.41	0.408	rgb(221,139,140)	1.99	2,2
Batf	Il23r	0.64721	50.03	0.133	rgb(218,192,192)	1.9824	None
Fosl1	Il23r	-0.086287	44.26	-2.6E-01	rgb(160,182,227)	1.8668	None
Fosl2	Il23r	-0.32061	47.21	-2.1E-01	rgb(171,189,225)	1.9259	None
Tcf7l2	Il23r	-0.51766	49.12	-1.2E-01	rgb(190,201,222)	1.9641	None
Batf	Il24	0.29486	47.14	0.144	rgb(219,189,190)	1.9245	None
Sox5	Il24	0.043432	44.12	0.117	rgb(218,195,195)	1.864	2,2
Fosl1	Il4ra	0.95605	50.46	0.463	rgb(222,129,129)	1.991	None
Fosl2	Il4ra	0.98985	50.6	0.601	rgb(224,102,103)	1.9938	None
Tcf7l2	Il4ra	-0.40634	48.13	-1.3E-01	rgb(189,200,222)	1.9443	None
