TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
Gli3	Cabyr	-0.1289	45.12	-1.2E-01	rgb(192,202,221)	1.884	2,2
Rora	Cacna1c	0.10796	45.13	0.128	rgb(218,193,193)	1.8842	None
Vax2	Cacnb2	-0.14233	45.17	-1.7E-01	rgb(179,194,224)	1.885	2,2
Vdr	Camk2n1	0.25141	46.29	0.29	rgb(220,162,162)	1.9074	None
Rora	Camkk1	0.95605	50.46	0.457	rgb(222,130,131)	1.991	2,2
Vdr	Camkk1	0.73808	50.25	0.247	rgb(220,170,170)	1.9868	None
Nr1d2	Capg	0.41798	48.2	0.203	rgb(219,178,179)	1.9457	2,2
Vax2	Capg	0.90766	50.39	0.385	rgb(221,143,144)	1.9896	None
Vdr	Capg	0.67078	50.14	0.139	rgb(219,190,191)	1.9846	None
Gli3	Car2	-0.81418	50.32	-3.2E-01	rgb(148,175,229)	1.9882	2,2
Nr1d1	Car5b	0.75361	50.25	0.254	rgb(220,168,169)	1.9868	None
Nr1d2	Car5b	0.75361	50.25	0.254	rgb(220,169,169)	1.9868	None
Gli3	Casr	0.70389	50.21	0.213	rgb(219,176,177)	1.986	2,2
Vax2	Cass4	0.40762	48.17	0.17	rgb(219,185,185)	1.9451	None
Vax2	Ccdc50	0.81973	50.31	0.313	rgb(220,157,158)	1.988	None
Gli3	Ccdc63	0.89475	50.38	0.375	rgb(221,145,146)	1.9894	None
Rorc	Ccdc63	0.99687	50.68	0.677	rgb(224, 88, 89)	1.9954	None
Vax2	Ccdc63	0.44315	48.23	0.226	rgb(219,174,174)	1.9463	2,2
Vdr	Ccdc63	0.30302	47.1	0.097	rgb(218,199,199)	1.9237	None
Gli3	Ccdc87	0.8701	50.37	0.373	rgb(221,146,146)	1.9892	2,2
Nr1d2	Ccl20	0.95605	50.46	0.46	rgb(222,129,130)	1.991	2,2
Vax2	Ccl20	0.9341	50.45	0.448	rgb(222,131,132)	1.9908	2,2
Vax2	Ccl25	-0.55362	49.22	-2.2E-01	rgb(168,187,226)	1.9661	2,2
Rora	Ccl4	-0.36149	47.33	-3.3E-01	rgb(146,174,229)	1.9283	2,2
Rora	Ccl5	-0.29486	47.14	-1.4E-01	rgb(187,199,222)	1.9245	2,2
Vdr	Ccnd3	0.49625	48.41	0.407	rgb(221,139,140)	1.9499	2,2
Nr1d1	Ccr1	0.67078	50.14	0.137	rgb(219,191,191)	1.9846	None
Rorc	Ccr10	-0.15066	45.26	-2.6E-01	rgb(162,183,227)	1.8868	2,2
Rora	Ccr7	0.80818	50.3	0.307	rgb(220,158,159)	1.9878	None
Vdr	Ccr7	-0.13302	45.14	-1.4E-01	rgb(188,199,222)	1.8844	2,2
Vax2	Ccr8	-0.47794	48.32	-3.2E-01	rgb(148,175,229)	1.9481	2,2
Nr1d1	Ccrl2	-0.5414	49.19	-1.9E-01	rgb(176,192,224)	1.9655	2,2
Rorc	Cd160	-0.68306	50.18	-1.8E-01	rgb(177,193,224)	1.9854	2,2
Nr1d1	Cd24a	0.76378	50.26	0.26	rgb(220,167,168)	1.987	2,2
Nr1d2	Cd274	-0.5231	49.16	-1.6E-01	rgb(183,196,223)	1.9649	2,2
Rora	Cd276	-0.95327	50.48	-4.8E-01	rgb(113,154,235)	1.9914	2,2
Rora	Cd28	0.92346	50.41	0.408	rgb(221,139,140)	1.99	None
Nr1d1	Cd59a	-0.14379	45.18	-1.8E-01	rgb(177,193,224)	1.8852	None
Gli3	Cd5l	0.96907	50.49	0.488	rgb(222,124,125)	1.9916	2,2
Rorc	Cd5l	0.66898	50.15	0.148	rgb(219,189,189)	1.9848	2,2
Vdr	Cd83	0.015111	43.32	0.321	rgb(221,156,156)	1.8479	2,2
Nr1d2	Cdc42ep2	-0.10634	44.38	-3.8E-01	rgb(134,167,231)	1.8692	2,2
Nr1d2	Cdh3	-0.28491	47.1	-1.0E-01	rgb(195,204,221)	1.9237	2,2
Vdr	Cdk16	0.84261	50.33	0.331	rgb(221,154,154)	1.9884	None
Rora	Cdk18	0.095603	45.07	0.069	rgb(218,204,204)	1.883	2,2
Vdr	Cdk18	0.33399	47.21	0.207	rgb(219,178,178)	1.9259	2,2
Vax2	Cdkl3	0.51321	49.09	0.172	rgb(219,184,185)	1.9635	None
Rora	Cdkn2a	-0.47412	48.34	-3.4E-01	rgb(143,172,230)	1.9485	2,2
Gli3	Cdyl2	0.52862	49.16	0.158	rgb(219,187,187)	1.9649	None
Vdr	Cela1	0.16221	45.23	0.229	rgb(220,173,174)	1.8862	2,2
Gli3	Chd7	0.33779	47.22	0.216	rgb(219,176,176)	1.9261	None
Gli3	Chl1	-0.23935	46.2	-2.0E-01	rgb(173,190,225)	1.9056	None
Rora	Chl1	0.78502	50.28	0.281	rgb(220,163,164)	1.9874	2,2
Rora	Chm	0.39717	48.07	0.074	rgb(218,203,203)	1.9431	None
Rorc	Chm	0.73354	50.23	0.233	rgb(220,173,173)	1.9864	None
Vax2	Cited4	0.12469	45.1	0.098	rgb(218,198,199)	1.8836	2,2
Nr1d1	Cldn4	0.070635	44.21	0.212	rgb(219,176,177)	1.8658	2,2
Vdr	Cldn4	0.83719	50.34	0.342	rgb(221,152,152)	1.9886	2,2
Rora	Cldnd2	0.10065	45.1	0.101	rgb(218,198,198)	1.8836	None
Nr1d1	Clgn	0.27505	46.58	0.577	rgb(223,107,108)	1.9132	2,2
Rora	Clic4	-0.083082	44.38	-3.8E-01	rgb(134,166,232)	1.8692	2,2
Vax2	Clic5	-0.19445	45.38	-3.8E-01	rgb(134,166,232)	1.8892	2,2
Vdr	Clip3	0.12273	45.18	0.178	rgb(219,183,183)	1.8852	2,2
Rora	Cmya5	-0.81418	50.32	-3.2E-01	rgb(148,175,229)	1.9882	2,2
Rora	Cnksr3	-0.14379	45.18	-1.8E-01	rgb(179,194,224)	1.8852	2,2
Vax2	Cntln	0.10796	45.13	0.13	rgb(218,192,193)	1.8842	2,2
Vax2	Coro6	0.55362	49.22	0.223	rgb(219,174,175)	1.9661	2,2
Vax2	Cox17	-0.16484	45.24	-2.4E-01	rgb(165,185,226)	1.8864	None
Rorc	Cpd	0.36259	47.29	0.294	rgb(220,161,161)	1.9275	2,2
Vax2	Cpne6	0.72884	50.24	0.244	rgb(220,170,171)	1.9866	2,2
Nr1d1	Crispld2	0.78502	50.28	0.278	rgb(220,164,164)	1.9874	2,2
Rorc	Crispld2	0.84818	50.35	0.351	rgb(221,150,151)	1.9888	2,2
Vax2	Csf2	0.24945	46.23	0.225	rgb(219,174,174)	1.9062	2,2
Vdr	Csnk1e	0.92715	50.44	0.438	rgb(222,133,134)	1.9906	2,2
Vdr	Ctla4	-0.0062046	43.27	-2.7E-01	rgb(159,182,227)	1.8469	None
Gli3	Ctnnal1	0.11029	45.14	0.14	rgb(219,190,191)	1.8844	None
Vax2	Ctss	0.67514	50.15	0.155	rgb(219,187,188)	1.9848	None
Vax2	Cttn	-0.89963	50.4	-4.0E-01	rgb(130,164,232)	1.9898	2,2
Gli3	Cwh43	0.84818	50.35	0.346	rgb(221,151,152)	1.9888	2,2
Rora	Cxcl3	0.24114	46.26	0.262	rgb(220,167,167)	1.9068	2,2
Vax2	Cxcl3	0.98181	50.56	0.557	rgb(223,111,112)	1.993	2,2
Vax2	Cxcl5	-0.55616	49.23	-2.3E-01	rgb(167,187,226)	1.9663	2,2
Vax2	Cxcr5	-0.03842	44.09	-8.9E-02	rgb(198,205,220)	1.8634	2,2
Vdr	Cyp11a1	0.75361	50.25	0.248	rgb(220,170,170)	1.9868	None
Gli3	Cyp1b1	0.21576	46.12	0.125	rgb(218,193,193)	1.904	2,2
Rorc	Cyp1b1	0.68996	50.19	0.193	rgb(219,180,181)	1.9856	2,2
Vax2	Cyp26b1	0.42165	48.21	0.293	rgb(220,161,162)	1.9459	2,2
Gli3	Cysltr1	0.035718	44.08	0.083	rgb(218,201,201)	1.8632	2,2
Nr1d1	Cysltr1	0.68612	50.17	0.168	rgb(219,185,185)	1.9852	None
Nr1d2	Cysltr1	0.94429	50.44	0.438	rgb(222,133,134)	1.9906	None
Rora	Cysltr1	0.91215	50.42	0.425	rgb(222,136,137)	1.9902	None
Vax2	Cysltr1	0.98811	50.59	0.587	rgb(223,105,106)	1.9936	2,2
Rora	Cysltr2	0.94429	50.44	0.444	rgb(222,132,133)	1.9906	2,2
Vax2	Cysltr2	0.92016	50.43	0.43	rgb(222,135,136)	1.9904	2,2
Rora	Cyth1	0.87479	50.36	0.36	rgb(221,148,149)	1.989	2,2
Rora	Cyth4	0.65469	50.09	0.11	rgb(218,196,196)	1.9836	None
Rorc	Cyth4	0.73808	50.25	0.251	rgb(220,169,169)	1.9868	None
Vax2	D030018L15Rik	0.54356	49.21	0.205	rgb(219,178,178)	1.9659	None
Rorc	D130043K22Rik	-0.85362	50.34	-3.4E-01	rgb(143,172,230)	1.9886	2,2
Rorc	D630039A03Rik	-0.79685	50.29	-2.9E-01	rgb(154,178,228)	1.9876	2,2
Vdr	D930048N14Rik	0.14539	45.24	0.245	rgb(220,170,171)	1.8864	2,2
Nr1d1	Dab2	0.90766	50.39	0.394	rgb(221,142,143)	1.9896	None
Rorc	Dab2	0.93795	50.43	0.431	rgb(222,135,136)	1.9904	2,2
Vax2	Dab2	0.99374	50.63	0.634	rgb(224, 96, 97)	1.9944	2,2
Vax2	Dbt	0.040339	44.2	0.204	rgb(219,178,178)	1.8656	2,2
Vdr	Dctpp1	-0.39557	48.06	-6.3E-02	rgb(203,209,219)	1.9429	2,2
Vax2	Dcxr	0.2562	46.31	0.31	rgb(220,158,158)	1.9078	2,2
Vax2	Ddc	-0.50028	48.44	-4.4E-01	rgb(122,159,234)	1.9505	2,2
Gli3	Ddr1	0.56413	49.24	0.242	rgb(220,171,171)	1.9665	None
Nr1d2	Decr1	-0.098099	44.32	-3.2E-01	rgb(148,175,229)	1.868	2,2
Nr1d1	Dgkg	0.78502	50.28	0.282	rgb(220,163,164)	1.9874	None
Nr1d2	Dgkg	0.14038	45.23	0.233	rgb(220,172,173)	1.8862	None
Rora	Dkkl1	0.77473	50.27	0.272	rgb(220,165,166)	1.9872	2,2
Nr1d1	Dlg2	0.60762	49.33	0.329	rgb(221,154,155)	1.9683	None
Vax2	Dlg2	0.455	48.26	0.261	rgb(220,167,168)	1.9469	2,2
Vax2	Dlk2	-0.093218	44.29	-2.9E-01	rgb(154,178,228)	1.8674	2,2
Rora	Dnajc6	0.73354	50.23	0.226	rgb(219,174,174)	1.9864	None
Vax2	Dnajc6	0.086287	44.26	0.256	rgb(220,168,169)	1.8668	2,2
Vax2	Dnm3os	0.86486	50.35	0.349	rgb(221,150,151)	1.9888	2,2
Nr1d1	Dock10	-0.33779	47.22	-2.2E-01	rgb(170,188,225)	1.9261	None
Rora	Dock10	0.20052	46.14	0.142	rgb(219,190,190)	1.9044	None
Vax2	Dock9	-0.31412	47.15	-1.5E-01	rgb(184,197,223)	1.9247	2,2
Nr1d1	Dpy19l3	0.65046	50.06	0.063	rgb(218,205,205)	1.983	None
Nr1d2	Dpy19l3	0.67078	50.14	0.14	rgb(219,190,191)	1.9846	None
Rora	Dpy19l3	0.43261	48.23	0.228	rgb(220,173,174)	1.9463	None
Rorc	Dpy19l3	0.96534	50.48	0.481	rgb(222,125,126)	1.9914	None
Vax2	Dusp14	0.73354	50.23	0.235	rgb(220,172,173)	1.9864	2,2
Vdr	Dusp6	-0.36519	47.3	-3.0E-01	rgb(152,177,228)	1.9277	2,2
Nr1d1	Dysf	0.10796	45.13	0.127	rgb(218,193,193)	1.8842	2,2
Vdr	Dyx1c1	-0.5185	49.15	-1.5E-01	rgb(185,197,223)	1.9647	None
Gli3	Dzip1	-0.89963	50.4	-4.0E-01	rgb(131,165,232)	1.9898	None
Vdr	Dzip1	0.88983	50.39	0.395	rgb(221,142,142)	1.9896	2,2
Vdr	Eaf2	0.29376	47.02	0.023	rgb(217,213,213)	1.9221	None
Rorc	Ebf1	0.75361	50.25	0.255	rgb(220,168,169)	1.9868	None
Gli3	Eci1	-0.4351	48.21	-2.1E-01	rgb(171,189,225)	1.9459	2,2
Gli3	Eci2	0.88513	50.37	0.369	rgb(221,146,147)	1.9892	2,2
Nr1d1	Edem1	0.99061	50.57	0.574	rgb(223,107,108)	1.9932	None
Vdr	Edn3	0.88983	50.39	0.394	rgb(221,142,142)	1.9896	2,2
Nr1d1	Efemp2	0.65003	50.05	0.047	rgb(218,208,208)	1.9828	None
Rora	Efemp2	0.20596	46.06	0.059	rgb(218,206,206)	1.9028	None
Gli3	Efhd1	-0.4393	48.22	-2.2E-01	rgb(170,189,225)	1.9461	2,2
Rora	Efna5	0.53039	49.18	0.179	rgb(219,183,183)	1.9653	None
Vdr	Efna5	0.27123	46.3	0.304	rgb(220,159,160)	1.9076	2,2
Vdr	Ehbp1l1	0.58711	49.29	0.294	rgb(220,161,161)	1.9675	2,2
Gli3	Ehd4	0.43018	48.2	0.202	rgb(219,178,179)	1.9457	2,2
Vdr	Ehd4	0.21846	46.13	0.135	rgb(218,191,192)	1.9042	2,2
Vdr	Ell2	0.10402	44.36	0.356	rgb(221,149,150)	1.8688	2,2
Rora	Emb	0.02057	44.14	0.136	rgb(218,191,191)	1.8644	None
Gli3	Enah	0.73808	50.25	0.245	rgb(220,170,171)	1.9868	2,2
Rora	Enam	-0.64617	50.06	-5.6E-02	rgb(205,210,219)	1.983	None
Gli3	Eno3	-0.29719	47.06	-5.6E-02	rgb(205,210,219)	1.9229	None
Rorc	Eno3	-0.40114	48.15	-1.5E-01	rgb(185,198,223)	1.9447	2,2
Rora	Enpep	-0.62156	49.38	-3.8E-01	rgb(135,167,231)	1.9693	None
Vax2	Enpp3	0.05109	44.23	0.234	rgb(220,172,173)	1.8662	None
Rora	Enthd1	-0.84261	50.33	-3.3E-01	rgb(146,174,229)	1.9884	2,2
Vax2	Entpd2	0.81973	50.31	0.314	rgb(220,157,158)	1.988	2,2
Nr1d1	Epcam	-0.082597	44.37	-3.7E-01	rgb(138,169,231)	1.869	2,2
Vax2	Eps8	0.85362	50.34	0.344	rgb(221,151,152)	1.9886	2,2
Gli3	Ermp1	-0.91215	50.42	-4.2E-01	rgb(126,162,233)	1.9902	2,2
Rorc	Ermp1	-0.69311	50.18	-1.8E-01	rgb(179,194,224)	1.9854	2,2
Rorc	Ern1	0.71599	50.21	0.205	rgb(219,178,178)	1.986	2,2
Rora	Ets1	0.27936	47.06	0.058	rgb(218,206,206)	1.9229	None
Rora	Etv6	0.60557	49.33	0.333	rgb(221,153,154)	1.9683	None
Nr1d1	Evi5l	0.93795	50.43	0.426	rgb(222,136,137)	1.9904	None
Vax2	Evpl	-0.19445	45.38	-3.8E-01	rgb(135,167,231)	1.8892	2,2
Vax2	Exoc2	0.75361	50.25	0.248	rgb(220,170,170)	1.9868	None
Gli3	F3	0.80319	50.31	0.313	rgb(220,157,158)	1.988	2,2
Vax2	Fam131b	0.30665	47.12	0.121	rgb(218,194,194)	1.9241	2,2
Vax2	Fam184b	0.36519	47.3	0.303	rgb(220,159,160)	1.9277	2,2
Rora	Fam198a	-0.00050307	43.25	-2.5E-01	rgb(163,184,226)	1.8465	2,2
Vax2	Fam46c	-0.84818	50.35	-3.5E-01	rgb(141,171,230)	1.9888	2,2
Gli3	Fam69b	0.39149	48.11	0.115	rgb(218,195,195)	1.9439	2,2
Vdr	Fbln1	0.97097	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Gli3	Fbxl21	0.83719	50.34	0.341	rgb(221,152,153)	1.9886	None
Vdr	Fbxl21	0.96335	50.5	0.496	rgb(222,122,123)	1.9918	None
Nr1d2	Fbxo18	-0.37835	47.36	-3.6E-01	rgb(138,169,231)	1.9289	2,2
Nr1d2	Fbxo30	0.55616	49.23	0.245	rgb(220,170,171)	1.9663	None
Vdr	Fbxo30	0.95327	50.48	0.478	rgb(222,126,127)	1.9914	2,2
Nr1d2	Fes	0.65249	50.08	0.079	rgb(218,202,202)	1.9834	2,2
Vax2	Fes	0.91215	50.42	0.422	rgb(222,136,137)	1.9902	2,2
Vdr	Fes	0.66169	50.13	0.134	rgb(218,191,192)	1.9844	2,2
Vax2	Fgf16	0.5414	49.19	0.187	rgb(219,181,182)	1.9655	2,2
Vdr	Fgf16	0.72044	50.23	0.226	rgb(219,174,174)	1.9864	2,2
Nr1d1	Fhod3	0.99421	50.6	0.603	rgb(224,102,103)	1.9938	None
Vax2	Figf	-0.18284	45.31	-3.1E-01	rgb(149,175,229)	1.8878	2,2
Vdr	Fkbp1b	0.62439	49.39	0.395	rgb(221,142,142)	1.9695	2,2
Vdr	Fmnl2	0.73808	50.25	0.252	rgb(220,169,169)	1.9868	None
Gli3	Fndc3c1	0.44315	48.23	0.228	rgb(220,173,174)	1.9463	2,2
Rorc	Fndc3c1	0.56083	49.24	0.238	rgb(220,172,172)	1.9665	2,2
Vax2	Fndc3c1	0.87479	50.38	0.377	rgb(221,145,146)	1.9894	2,2
Vax2	Foxb1	-0.031545	44.05	-5.3E-02	rgb(205,210,219)	1.8626	2,2
Gli3	Foxf2	0.83719	50.34	0.339	rgb(221,152,153)	1.9886	2,2
Vax2	Foxf2	0.18625	46.06	0.056	rgb(218,206,206)	1.9028	2,2
Rora	Foxp1	-0.20375	46.15	-1.5E-01	rgb(185,197,223)	1.9046	None
Nr1d1	Furin	0.24462	46.27	0.275	rgb(220,164,165)	1.907	2,2
Nr1d2	Furin	0.65249	50.08	0.081	rgb(218,201,202)	1.9834	2,2
Vax2	Furin	0.88983	50.39	0.391	rgb(221,142,143)	1.9896	2,2
Vdr	Furin	0.9341	50.45	0.449	rgb(222,131,132)	1.9908	None
Nr1d2	Fut7	0.62284	49.37	0.368	rgb(221,147,148)	1.9691	2,2
Vax2	Fut7	0.8701	50.37	0.372	rgb(221,146,147)	1.9892	2,2
Vdr	Fut7	0.55871	49.23	0.226	rgb(219,174,174)	1.9663	2,2
Vax2	Gab2	0.05109	44.23	0.23	rgb(220,173,174)	1.8662	2,2
Rora	Galc	0.73808	50.25	0.249	rgb(220,169,170)	1.9868	None
Nr1d2	Galk1	-0.37835	47.36	-3.6E-01	rgb(139,170,231)	1.9289	2,2
Vdr	Galm	0.23251	46.18	0.184	rgb(219,182,182)	1.9052	2,2
Nr1d1	Galnt12	0.98446	50.57	0.569	rgb(223,108,110)	1.9932	None
Rora	Galnt12	0.93072	50.42	0.418	rgb(222,137,138)	1.9902	None
Vax2	Galnt12	0.94746	50.47	0.468	rgb(222,128,129)	1.9912	2,2
Vax2	Galnt3	0.81418	50.32	0.324	rgb(221,155,156)	1.9882	2,2
Nr1d1	Gap43	0.35746	47.31	0.313	rgb(220,157,158)	1.9279	2,2
Vax2	Gap43	0.92016	50.43	0.433	rgb(222,134,135)	1.9904	2,2
Rorc	Gata3	-0.67753	50.17	-1.7E-01	rgb(181,195,223)	1.9852	2,2
Rora	Gcnt2	0.85362	50.34	0.336	rgb(221,153,153)	1.9886	2,2
Vax2	Gcnt2	0.8701	50.37	0.367	rgb(221,147,148)	1.9892	2,2
Vdr	Gem	0.34515	47.24	0.242	rgb(220,171,171)	1.9265	None
Vdr	Ggct	-0.93795	50.43	-4.3E-01	rgb(124,160,233)	1.9904	2,2
Gli3	Ggta1	-0.0030371	43.26	-2.6E-01	rgb(160,182,227)	1.8467	2,2
Nr1d1	Gja3	0.55362	49.22	0.219	rgb(219,175,176)	1.9661	2,2
Vax2	Gja3	0.13611	45.15	0.146	rgb(219,189,189)	1.8846	2,2
Gli3	Gja5	0.84818	50.35	0.352	rgb(221,150,150)	1.9888	2,2
Rorc	Gja5	0.72458	50.22	0.218	rgb(219,175,176)	1.9862	2,2
Vax2	Gja5	0.85925	50.36	0.359	rgb(221,148,149)	1.989	2,2
Nr1d1	Gjc2	0.26007	46.33	0.327	rgb(221,155,155)	1.9082	2,2
